Timestamp,Device ID, Temperature (°C), Humidity (%), Light (Lux),AQI Value,AQI Status,Smoke Status,Device Health,Free Heap (B),Month,Month-Year,Year
03/11/2025 08:08:26,indoor-farm-01,27.8,96,2,249,Good,No smoke detected,GOOD 🟢,192736,Nov,Nov-2025,2025
03/11/2025 08:28:24,indoor-farm-02,27.7,90.2,6,223,Good,No smoke detected,GOOD 🟢,192552,Nov,Nov-2025,2025
03/11/2025 08:28:24,indoor-farm-01,27.8,96.1,5,247,Good,No smoke detected,GOOD 🟢,192688,Nov,Nov-2025,2025
03/11/2025 08:48:20,indoor-farm-02,27.7,90.2,5,220,Good,No smoke detected,GOOD 🟢,192504,Nov,Nov-2025,2025
03/11/2025 08:48:23,indoor-farm-01,27.8,96,5,246,Good,No smoke detected,GOOD 🟢,192640,Nov,Nov-2025,2025
03/11/2025 09:08:20,indoor-farm-02,27.7,90.2,8,214,Good,No smoke detected,GOOD 🟢,192456,Nov,Nov-2025,2025
03/11/2025 09:08:24,indoor-farm-01,27.8,96.1,9,244,Good,No smoke detected,GOOD 🟢,192592,Nov,Nov-2025,2025
03/11/2025 09:28:20,indoor-farm-02,27.7,90.6,9,220,Good,No smoke detected,GOOD 🟢,192408,Nov,Nov-2025,2025
03/11/2025 09:28:23,indoor-farm-01,27.8,96.4,8,245,Good,No smoke detected,GOOD 🟢,192544,Nov,Nov-2025,2025
03/11/2025 09:48:20,indoor-farm-02,27.7,90.9,10,221,Good,No smoke detected,GOOD 🟢,192360,Nov,Nov-2025,2025
03/11/2025 09:48:24,indoor-farm-01,27.9,96.7,10,250,Good,No smoke detected,GOOD 🟢,192496,Nov,Nov-2025,2025
03/11/2025 10:08:22,indoor-farm-02,27.7,91,11,229,Good,No smoke detected,GOOD 🟢,192312,Nov,Nov-2025,2025
03/11/2025 10:08:25,indoor-farm-01,27.9,96.9,11,261,Good,No smoke detected,GOOD 🟢,192448,Nov,Nov-2025,2025
03/11/2025 10:28:25,indoor-farm-01,27.9,97.1,12,257,Good,No smoke detected,GOOD 🟢,192400,Nov,Nov-2025,2025
03/11/2025 10:28:36,indoor-farm-02,27.7,91.2,14,227,Good,No smoke detected,GOOD 🟢,192264,Nov,Nov-2025,2025
03/11/2025 10:48:23,indoor-farm-02,27.8,90.9,16,221,Good,No smoke detected,GOOD 🟢,192216,Nov,Nov-2025,2025
03/11/2025 10:48:25,indoor-farm-01,27.9,96.8,14,253,Good,No smoke detected,GOOD 🟢,192352,Nov,Nov-2025,2025
03/11/2025 11:08:20,indoor-farm-02,27.8,91.2,20,224,Good,No smoke detected,GOOD 🟢,192168,Nov,Nov-2025,2025
03/11/2025 11:08:24,indoor-farm-01,27.9,97.2,18,256,Good,No smoke detected,GOOD 🟢,192304,Nov,Nov-2025,2025
03/11/2025 11:28:21,indoor-farm-02,27.8,91.2,5,225,Good,No smoke detected,GOOD 🟢,192120,Nov,Nov-2025,2025
03/11/2025 11:28:24,indoor-farm-01,28,97.2,5,247,Good,No smoke detected,GOOD 🟢,192256,Nov,Nov-2025,2025
03/11/2025 11:48:20,indoor-farm-02,27.8,91,18,220,Good,No smoke detected,GOOD 🟢,192072,Nov,Nov-2025,2025
03/11/2025 11:48:26,indoor-farm-01,28,97,17,251,Good,No smoke detected,GOOD 🟢,192208,Nov,Nov-2025,2025
03/11/2025 12:08:20,indoor-farm-02,27.8,91.1,14,212,Good,No smoke detected,GOOD 🟢,192012,Nov,Nov-2025,2025
03/11/2025 12:08:24,indoor-farm-01,28,97.1,14,252,Good,No smoke detected,GOOD 🟢,192160,Nov,Nov-2025,2025
03/11/2025 12:28:20,indoor-farm-02,27.9,91,16,212,Good,No smoke detected,GOOD 🟢,191964,Nov,Nov-2025,2025
03/11/2025 12:28:24,indoor-farm-01,28,97,14,243,Good,No smoke detected,GOOD 🟢,192112,Nov,Nov-2025,2025
03/11/2025 12:48:26,indoor-farm-01,28.1,96.7,19,245,Good,No smoke detected,GOOD 🟢,192064,Nov,Nov-2025,2025
03/11/2025 12:48:26,indoor-farm-02,27.9,90.9,20,211,Good,No smoke detected,GOOD 🟢,191916,Nov,Nov-2025,2025
03/11/2025 13:08:20,indoor-farm-02,27.9,91.1,3,209,Good,No smoke detected,GOOD 🟢,191868,Nov,Nov-2025,2025
03/11/2025 13:08:24,indoor-farm-01,28,97.1,3,241,Good,No smoke detected,GOOD 🟢,192016,Nov,Nov-2025,2025
03/11/2025 13:28:19,indoor-farm-02,28,90.6,10,205,Good,No smoke detected,GOOD 🟢,191820,Nov,Nov-2025,2025
03/11/2025 13:28:23,indoor-farm-01,28.1,96.7,10,240,Good,No smoke detected,GOOD 🟢,191968,Nov,Nov-2025,2025
03/11/2025 13:48:19,indoor-farm-02,27.9,90.6,18,199,Good,No smoke detected,GOOD 🟢,191772,Nov,Nov-2025,2025
03/11/2025 13:48:24,indoor-farm-01,28.1,96.6,17,240,Good,No smoke detected,GOOD 🟢,191920,Nov,Nov-2025,2025
03/11/2025 14:08:22,indoor-farm-02,28.1,89.3,25,184,Good,No smoke detected,GOOD 🟢,191712,Nov,Nov-2025,2025
03/11/2025 14:08:27,indoor-farm-01,28.2,95.1,24,213,Good,No smoke detected,GOOD 🟢,191872,Nov,Nov-2025,2025
03/11/2025 14:28:19,indoor-farm-02,28.1,88.6,26,177,Good,No smoke detected,GOOD 🟢,191664,Nov,Nov-2025,2025
03/11/2025 14:28:24,indoor-farm-01,28.2,94.5,24,208,Good,No smoke detected,GOOD 🟢,191824,Nov,Nov-2025,2025
03/11/2025 14:48:21,indoor-farm-02,28.1,86.6,14,155,Good,No smoke detected,GOOD 🟢,191616,Nov,Nov-2025,2025
03/11/2025 14:48:25,indoor-farm-01,28.2,92.3,12,173,Good,No smoke detected,GOOD 🟢,191776,Nov,Nov-2025,2025
03/11/2025 14:48:25,indoor-farm-02,28.1,86.6,14,155,Good,No smoke detected,GOOD 🟢,191616,Nov,Nov-2025,2025
03/11/2025 14:48:28,indoor-farm-01,28.2,92.3,12,173,Good,No smoke detected,GOOD 🟢,191776,Nov,Nov-2025,2025
03/11/2025 15:08:30,indoor-farm-02,28.1,88,7,170,Good,No smoke detected,GOOD 🟢,195788,Nov,Nov-2025,2025
03/11/2025 15:08:33,indoor-farm-01,28.2,93.9,6,186,Good,No smoke detected,GOOD 🟢,196028,Nov,Nov-2025,2025
03/11/2025 15:28:31,indoor-farm-02,28.7,79.3,28,117,Good,No smoke detected,GOOD 🟢,195364,Nov,Nov-2025,2025
03/11/2025 15:28:35,indoor-farm-01,28.7,85,27,128,Good,No smoke detected,GOOD 🟢,195500,Nov,Nov-2025,2025
03/11/2025 15:48:32,indoor-farm-02,28.5,83.1,29,136,Good,No smoke detected,GOOD 🟢,195316,Nov,Nov-2025,2025
03/11/2025 15:48:35,indoor-farm-01,28.6,88.7,29,143,Good,No smoke detected,GOOD 🟢,195452,Nov,Nov-2025,2025
03/11/2025 16:08:30,indoor-farm-02,29.6,76.9,7,96,Good,No smoke detected,GOOD 🟢,195268,Nov,Nov-2025,2025
03/11/2025 16:08:34,indoor-farm-01,29.2,83.8,10,98,Good,No smoke detected,GOOD 🟢,195404,Nov,Nov-2025,2025
03/11/2025 16:28:32,indoor-farm-02,30.6,75.1,4,101,Good,No smoke detected,GOOD 🟢,195220,Nov,Nov-2025,2025
03/11/2025 16:28:33,indoor-farm-01,29.2,84.7,4,112,Good,No smoke detected,GOOD 🟢,195352,Nov,Nov-2025,2025
03/11/2025 16:48:30,indoor-farm-02,30.2,74.1,4,165,Good,No smoke detected,GOOD 🟢,195172,Nov,Nov-2025,2025
03/11/2025 16:48:34,indoor-farm-01,29,84.1,3,181,Good,No smoke detected,GOOD 🟢,195304,Nov,Nov-2025,2025
03/11/2025 17:08:31,indoor-farm-02,29.5,77.1,3,190,Good,No smoke detected,GOOD 🟢,195124,Nov,Nov-2025,2025
03/11/2025 17:08:33,indoor-farm-01,28.8,84.8,3,208,Good,No smoke detected,GOOD 🟢,195256,Nov,Nov-2025,2025
03/11/2025 17:28:32,indoor-farm-02,28.9,83.3,0,336,Moderate,No smoke detected,GOOD 🟢,195076,Nov,Nov-2025,2025
03/11/2025 17:28:33,indoor-farm-01,28.7,90,0,364,Moderate,No smoke detected,GOOD 🟢,195208,Nov,Nov-2025,2025
03/11/2025 17:48:33,indoor-farm-01,28.9,93.5,0,406,Moderate,No smoke detected,GOOD 🟢,195160,Nov,Nov-2025,2025
03/11/2025 17:48:34,indoor-farm-02,28.7,87.6,0,385,Moderate,No smoke detected,GOOD 🟢,195028,Nov,Nov-2025,2025
03/11/2025 18:08:32,indoor-farm-02,28.6,88.7,0,367,Moderate,No smoke detected,GOOD 🟢,194980,Nov,Nov-2025,2025
03/11/2025 18:08:35,indoor-farm-01,28.8,94.4,0,383,Moderate,No smoke detected,GOOD 🟢,195104,Nov,Nov-2025,2025
03/11/2025 18:28:30,indoor-farm-02,28.5,88.9,0,347,Moderate,No smoke detected,GOOD 🟢,194932,Nov,Nov-2025,2025
03/11/2025 18:28:33,indoor-farm-01,28.8,94.5,0,352,Moderate,No smoke detected,GOOD 🟢,195056,Nov,Nov-2025,2025
03/11/2025 18:48:30,indoor-farm-02,28.5,89,0,341,Moderate,No smoke detected,GOOD 🟢,194884,Nov,Nov-2025,2025
03/11/2025 18:48:36,indoor-farm-01,28.7,94.6,0,353,Moderate,No smoke detected,GOOD 🟢,195008,Nov,Nov-2025,2025
03/11/2025 19:08:33,indoor-farm-01,28.6,93.3,51,372,Moderate,No smoke detected,GOOD 🟢,194960,Nov,Nov-2025,2025
03/11/2025 19:08:33,indoor-farm-02,28.8,86.6,63,335,Moderate,No smoke detected,GOOD 🟢,194836,Nov,Nov-2025,2025
03/11/2025 19:28:35,indoor-farm-01,28.5,95,0,358,Moderate,No smoke detected,GOOD 🟢,194912,Nov,Nov-2025,2025
03/11/2025 20:08:32,indoor-farm-02,28.5,87.4,0,347,Moderate,No smoke detected,MODERATE 🟠,194692,Nov,Nov-2025,2025
03/11/2025 20:08:38,indoor-farm-01,28.4,93.6,0,368,Moderate,No smoke detected,GOOD 🟢,194816,Nov,Nov-2025,2025
03/11/2025 20:28:32,indoor-farm-02,28.5,85.2,67,350,Moderate,No smoke detected,GOOD 🟢,194632,Nov,Nov-2025,2025
03/11/2025 20:28:38,indoor-farm-01,28.3,92,68,370,Moderate,No smoke detected,MODERATE 🟠,194768,Nov,Nov-2025,2025
03/11/2025 20:48:33,indoor-farm-01,28.2,92.3,67,350,Moderate,No smoke detected,MODERATE 🟠,194720,Nov,Nov-2025,2025
03/11/2025 21:08:33,indoor-farm-02,28,89.8,0,346,Moderate,No smoke detected,GOOD 🟢,194524,Nov,Nov-2025,2025
03/11/2025 21:08:35,indoor-farm-01,28.1,95.7,0,361,Moderate,No smoke detected,GOOD 🟢,194664,Nov,Nov-2025,2025
03/11/2025 21:28:33,indoor-farm-01,28.1,95.3,0,357,Moderate,No smoke detected,GOOD 🟢,194616,Nov,Nov-2025,2025
03/11/2025 21:48:32,indoor-farm-02,28.1,88.3,61,346,Moderate,No smoke detected,MODERATE 🟠,194428,Nov,Nov-2025,2025
03/11/2025 21:48:33,indoor-farm-01,28.3,93.8,59,373,Moderate,No smoke detected,GOOD 🟢,194568,Nov,Nov-2025,2025
03/11/2025 22:08:31,indoor-farm-02,28.2,86.6,0,332,Moderate,No smoke detected,GOOD 🟢,194380,Nov,Nov-2025,2025
03/11/2025 22:08:33,indoor-farm-01,28.3,92.4,0,363,Moderate,No smoke detected,GOOD 🟢,194520,Nov,Nov-2025,2025
03/11/2025 22:28:32,indoor-farm-02,28.1,86.8,0,311,Moderate,No smoke detected,GOOD 🟢,194332,Nov,Nov-2025,2025
03/11/2025 22:48:29,indoor-farm-02,28.1,86.5,0,283,Good,No smoke detected,GOOD 🟢,194284,Nov,Nov-2025,2025
03/11/2025 22:48:35,indoor-farm-01,28.2,92.5,0,311,Moderate,No smoke detected,GOOD 🟢,194424,Nov,Nov-2025,2025
03/11/2025 23:08:31,indoor-farm-02,28.2,86.7,0,294,Good,No smoke detected,GOOD 🟢,194224,Nov,Nov-2025,2025
03/11/2025 23:08:35,indoor-farm-01,28.2,92.8,0,322,Moderate,No smoke detected,GOOD 🟢,194376,Nov,Nov-2025,2025
03/11/2025 23:28:29,indoor-farm-02,28.4,86.5,0,309,Moderate,No smoke detected,GOOD 🟢,194176,Nov,Nov-2025,2025
03/11/2025 23:28:33,indoor-farm-01,28.4,92.8,0,335,Moderate,No smoke detected,GOOD 🟢,194328,Nov,Nov-2025,2025
03/11/2025 23:48:29,indoor-farm-02,28.1,89.3,0,339,Moderate,No smoke detected,GOOD 🟢,194128,Nov,Nov-2025,2025
04/11/2025 00:08:30,indoor-farm-02,28.2,89.5,60,340,Moderate,No smoke detected,GOOD 🟢,194080,Nov,Nov-2025,2025
04/11/2025 00:08:33,indoor-farm-01,28.4,95.2,58,359,Moderate,No smoke detected,GOOD 🟢,194236,Nov,Nov-2025,2025
04/11/2025 00:28:29,indoor-farm-02,28.2,89.9,0,336,Moderate,No smoke detected,GOOD 🟢,194032,Nov,Nov-2025,2025
04/11/2025 00:28:33,indoor-farm-01,28.4,95.4,0,366,Moderate,No smoke detected,GOOD 🟢,194188,Nov,Nov-2025,2025
04/11/2025 00:48:29,indoor-farm-02,28.2,90,0,335,Moderate,No smoke detected,GOOD 🟢,193984,Nov,Nov-2025,2025
04/11/2025 00:48:33,indoor-farm-01,28.4,95.6,0,358,Moderate,No smoke detected,GOOD 🟢,194140,Nov,Nov-2025,2025
04/11/2025 01:08:29,indoor-farm-02,28.3,89.9,0,322,Moderate,No smoke detected,GOOD 🟢,193936,Nov,Nov-2025,2025
04/11/2025 01:08:33,indoor-farm-01,28.5,95.6,0,348,Moderate,No smoke detected,GOOD 🟢,194092,Nov,Nov-2025,2025
04/11/2025 01:28:30,indoor-farm-02,28.2,90.1,0,314,Moderate,No smoke detected,GOOD 🟢,193888,Nov,Nov-2025,2025
04/11/2025 01:28:33,indoor-farm-01,28.4,95.8,0,318,Moderate,No smoke detected,GOOD 🟢,194044,Nov,Nov-2025,2025
04/11/2025 01:48:30,indoor-farm-02,28.2,90.1,0,304,Moderate,No smoke detected,GOOD 🟢,193840,Nov,Nov-2025,2025
04/11/2025 01:48:33,indoor-farm-01,28.4,95.7,0,329,Moderate,No smoke detected,GOOD 🟢,193984,Nov,Nov-2025,2025
04/11/2025 02:08:29,indoor-farm-02,28.2,90.1,0,298,Good,No smoke detected,GOOD 🟢,193792,Nov,Nov-2025,2025
04/11/2025 02:08:33,indoor-farm-01,28.4,95.8,0,322,Moderate,No smoke detected,GOOD 🟢,193936,Nov,Nov-2025,2025
04/11/2025 02:28:29,indoor-farm-02,28.2,90.1,0,293,Good,No smoke detected,GOOD 🟢,193744,Nov,Nov-2025,2025
04/11/2025 02:28:34,indoor-farm-01,28.4,95.8,0,321,Moderate,No smoke detected,GOOD 🟢,193888,Nov,Nov-2025,2025
04/11/2025 02:48:29,indoor-farm-02,28.2,90.1,0,282,Good,No smoke detected,GOOD 🟢,193696,Nov,Nov-2025,2025
04/11/2025 02:48:34,indoor-farm-01,28.4,95.7,0,314,Moderate,No smoke detected,GOOD 🟢,193796,Nov,Nov-2025,2025
04/11/2025 03:08:30,indoor-farm-02,28.3,90.1,0,298,Good,No smoke detected,GOOD 🟢,193648,Nov,Nov-2025,2025
04/11/2025 03:08:33,indoor-farm-01,28.5,95.8,0,316,Moderate,No smoke detected,GOOD 🟢,193780,Nov,Nov-2025,2025
04/11/2025 03:28:29,indoor-farm-02,28.3,89.7,0,281,Good,No smoke detected,GOOD 🟢,193600,Nov,Nov-2025,2025
04/11/2025 03:28:35,indoor-farm-01,28.5,95.4,0,313,Moderate,No smoke detected,GOOD 🟢,193732,Nov,Nov-2025,2025
04/11/2025 03:48:30,indoor-farm-02,28.2,90.1,0,272,Good,No smoke detected,GOOD 🟢,193552,Nov,Nov-2025,2025
04/11/2025 03:48:33,indoor-farm-01,28.4,95.8,0,304,Moderate,No smoke detected,GOOD 🟢,193684,Nov,Nov-2025,2025
04/11/2025 04:08:29,indoor-farm-02,28.1,90.1,0,266,Good,No smoke detected,GOOD 🟢,193492,Nov,Nov-2025,2025
04/11/2025 04:08:33,indoor-farm-01,28.3,95.8,0,298,Good,No smoke detected,GOOD 🟢,193636,Nov,Nov-2025,2025
04/11/2025 04:28:33,indoor-farm-01,28.4,95.8,0,295,Good,No smoke detected,GOOD 🟢,193588,Nov,Nov-2025,2025
04/11/2025 04:28:33,indoor-farm-02,28.2,90,0,263,Good,No smoke detected,GOOD 🟢,193444,Nov,Nov-2025,2025
04/11/2025 04:48:30,indoor-farm-02,28.2,90.2,0,272,Good,No smoke detected,GOOD 🟢,193352,Nov,Nov-2025,2025
04/11/2025 04:48:33,indoor-farm-01,28.4,95.9,0,299,Good,No smoke detected,GOOD 🟢,193540,Nov,Nov-2025,2025
04/11/2025 05:08:29,indoor-farm-02,28.2,90.1,0,286,Good,No smoke detected,GOOD 🟢,193336,Nov,Nov-2025,2025
04/11/2025 05:08:32,indoor-farm-01,28.4,95.8,0,317,Moderate,No smoke detected,GOOD 🟢,193492,Nov,Nov-2025,2025
04/11/2025 05:28:28,indoor-farm-02,28.2,90.4,0,282,Good,No smoke detected,GOOD 🟢,193288,Nov,Nov-2025,2025
04/11/2025 05:28:33,indoor-farm-01,28.4,96.1,0,309,Moderate,No smoke detected,GOOD 🟢,193444,Nov,Nov-2025,2025
04/11/2025 05:48:28,indoor-farm-02,28.1,90.5,0,272,Good,No smoke detected,GOOD 🟢,193240,Nov,Nov-2025,2025
04/11/2025 05:48:32,indoor-farm-01,28.3,96.2,0,305,Moderate,No smoke detected,GOOD 🟢,193388,Nov,Nov-2025,2025
04/11/2025 06:08:30,indoor-farm-02,28.2,90.4,0,269,Good,No smoke detected,GOOD 🟢,193204,Nov,Nov-2025,2025
04/11/2025 06:08:32,indoor-farm-01,28.4,96.1,0,303,Moderate,No smoke detected,GOOD 🟢,193340,Nov,Nov-2025,2025
04/11/2025 06:28:30,indoor-farm-02,28.1,90.7,0,266,Good,No smoke detected,GOOD 🟢,193144,Nov,Nov-2025,2025
04/11/2025 06:28:33,indoor-farm-01,28.3,96.4,0,294,Good,No smoke detected,GOOD 🟢,193292,Nov,Nov-2025,2025
04/11/2025 06:48:28,indoor-farm-02,28.1,90.6,0,256,Good,No smoke detected,GOOD 🟢,193096,Nov,Nov-2025,2025
04/11/2025 06:48:33,indoor-farm-01,28.4,96.2,0,287,Good,No smoke detected,GOOD 🟢,193244,Nov,Nov-2025,2025
04/11/2025 07:08:29,indoor-farm-02,28.1,90.5,0,258,Good,No smoke detected,GOOD 🟢,193048,Nov,Nov-2025,2025
04/11/2025 07:08:33,indoor-farm-01,28.3,96.2,0,289,Good,No smoke detected,GOOD 🟢,193184,Nov,Nov-2025,2025
04/11/2025 07:28:29,indoor-farm-02,28.1,90.6,4,268,Good,No smoke detected,GOOD 🟢,193000,Nov,Nov-2025,2025
04/11/2025 07:28:33,indoor-farm-01,28.3,96.3,3,295,Good,No smoke detected,GOOD 🟢,193136,Nov,Nov-2025,2025
04/11/2025 07:48:28,indoor-farm-02,28.1,90.6,5,259,Good,No smoke detected,GOOD 🟢,192952,Nov,Nov-2025,2025
04/11/2025 07:48:34,indoor-farm-01,28.3,96.4,4,289,Good,No smoke detected,GOOD 🟢,193088,Nov,Nov-2025,2025
04/11/2025 08:08:28,indoor-farm-02,28.1,90.8,10,255,Good,No smoke detected,GOOD 🟢,192904,Nov,Nov-2025,2025
04/11/2025 08:08:32,indoor-farm-01,28.3,96.6,9,291,Good,No smoke detected,GOOD 🟢,193040,Nov,Nov-2025,2025
04/11/2025 08:28:28,indoor-farm-02,28.1,90.8,11,247,Good,No smoke detected,GOOD 🟢,192856,Nov,Nov-2025,2025
04/11/2025 08:28:33,indoor-farm-01,28.2,96.5,11,286,Good,No smoke detected,GOOD 🟢,192980,Nov,Nov-2025,2025
04/11/2025 08:48:28,indoor-farm-02,28.1,90.5,14,242,Good,No smoke detected,GOOD 🟢,192808,Nov,Nov-2025,2025
04/11/2025 08:48:33,indoor-farm-01,28.3,96.3,14,275,Good,No smoke detected,GOOD 🟢,192932,Nov,Nov-2025,2025
04/11/2025 09:08:28,indoor-farm-02,28.1,90.7,21,240,Good,No smoke detected,GOOD 🟢,192760,Nov,Nov-2025,2025
04/11/2025 09:08:32,indoor-farm-01,28.3,96.5,20,271,Good,No smoke detected,GOOD 🟢,192884,Nov,Nov-2025,2025
04/11/2025 09:28:28,indoor-farm-02,28.1,89.1,12,166,Good,No smoke detected,GOOD 🟢,192712,Nov,Nov-2025,2025
04/11/2025 09:28:32,indoor-farm-01,28.3,94.8,11,186,Good,No smoke detected,GOOD 🟢,192836,Nov,Nov-2025,2025
04/11/2025 09:48:29,indoor-farm-02,27.8,86.5,13,93,Good,No smoke detected,GOOD 🟢,192664,Nov,Nov-2025,2025
04/11/2025 09:48:34,indoor-farm-01,27.9,92,12,103,Good,No smoke detected,GOOD 🟢,192788,Nov,Nov-2025,2025
04/11/2025 10:08:28,indoor-farm-02,28.2,84.6,10,93,Good,No smoke detected,GOOD 🟢,192616,Nov,Nov-2025,2025
04/11/2025 10:08:33,indoor-farm-01,28,91.1,10,101,Good,No smoke detected,GOOD 🟢,192716,Nov,Nov-2025,2025
04/11/2025 10:28:28,indoor-farm-02,28,83.7,69,99,Good,No smoke detected,GOOD 🟢,192568,Nov,Nov-2025,2025
04/11/2025 10:28:32,indoor-farm-01,28,89.9,69,102,Good,No smoke detected,GOOD 🟢,192692,Nov,Nov-2025,2025
04/11/2025 10:48:28,indoor-farm-02,28,86.4,10,95,Good,No smoke detected,GOOD 🟢,192520,Nov,Nov-2025,2025
04/11/2025 10:48:33,indoor-farm-01,27.8,93.2,9,102,Good,No smoke detected,GOOD 🟢,192644,Nov,Nov-2025,2025
04/11/2025 11:08:27,indoor-farm-02,28,85.2,34,81,Good,No smoke detected,GOOD 🟢,192472,Nov,Nov-2025,2025
04/11/2025 11:08:32,indoor-farm-01,27.9,91.4,35,84,Good,No smoke detected,GOOD 🟢,192596,Nov,Nov-2025,2025
04/11/2025 11:28:28,indoor-farm-02,28.1,85.1,19,95,Good,No smoke detected,GOOD 🟢,192424,Nov,Nov-2025,2025
04/11/2025 11:28:33,indoor-farm-01,27.9,91.9,17,105,Good,No smoke detected,GOOD 🟢,192548,Nov,Nov-2025,2025
04/11/2025 11:48:28,indoor-farm-02,28.8,81.4,65,101,Good,No smoke detected,GOOD 🟢,192364,Nov,Nov-2025,2025
04/11/2025 11:48:32,indoor-farm-01,28.8,87,64,110,Good,No smoke detected,GOOD 🟢,192240,Nov,Nov-2025,2025
04/11/2025 12:08:28,indoor-farm-02,28.3,82.1,73,113,Good,No smoke detected,GOOD 🟢,192316,Nov,Nov-2025,2025
04/11/2025 12:08:32,indoor-farm-01,28.3,87.9,70,112,Good,No smoke detected,GOOD 🟢,192192,Nov,Nov-2025,2025
04/11/2025 12:28:29,indoor-farm-02,28.5,80.3,7,105,Good,No smoke detected,GOOD 🟢,192268,Nov,Nov-2025,2025
04/11/2025 12:28:33,indoor-farm-01,28.3,86.6,6,102,Good,No smoke detected,GOOD 🟢,192144,Nov,Nov-2025,2025
04/11/2025 12:48:28,indoor-farm-02,28.7,81.9,10,129,Good,No smoke detected,GOOD 🟢,192220,Nov,Nov-2025,2025
04/11/2025 12:48:33,indoor-farm-01,28.4,88.9,10,144,Good,No smoke detected,GOOD 🟢,192096,Nov,Nov-2025,2025
04/11/2025 13:08:28,indoor-farm-02,28.8,82,7,147,Good,No smoke detected,GOOD 🟢,192172,Nov,Nov-2025,2025
04/11/2025 13:08:32,indoor-farm-01,28.5,89.4,6,146,Good,No smoke detected,GOOD 🟢,192048,Nov,Nov-2025,2025
04/11/2025 13:28:27,indoor-farm-02,28.8,83.3,16,160,Good,No smoke detected,GOOD 🟢,192124,Nov,Nov-2025,2025
04/11/2025 13:28:33,indoor-farm-01,28.5,90.3,14,174,Good,No smoke detected,GOOD 🟢,192000,Nov,Nov-2025,2025
04/11/2025 13:48:30,indoor-farm-02,28.7,83.3,8,144,Good,No smoke detected,GOOD 🟢,192076,Nov,Nov-2025,2025
04/11/2025 13:48:33,indoor-farm-01,28.4,90,7,146,Good,No smoke detected,GOOD 🟢,191952,Nov,Nov-2025,2025
04/11/2025 14:08:29,indoor-farm-02,28.4,84.7,9,154,Good,No smoke detected,GOOD 🟢,192004,Nov,Nov-2025,2025
04/11/2025 14:08:32,indoor-farm-01,28.3,91.3,8,169,Good,No smoke detected,GOOD 🟢,191892,Nov,Nov-2025,2025
04/11/2025 14:28:29,indoor-farm-02,28.4,85.5,5,163,Good,No smoke detected,GOOD 🟢,191980,Nov,Nov-2025,2025
04/11/2025 14:28:33,indoor-farm-01,28.3,91.8,5,175,Good,No smoke detected,GOOD 🟢,191844,Nov,Nov-2025,2025
04/11/2025 14:48:27,indoor-farm-02,28.4,85.7,8,161,Good,No smoke detected,GOOD 🟢,191932,Nov,Nov-2025,2025
04/11/2025 14:48:30,indoor-farm-02,28.4,85.7,8,161,Good,No smoke detected,GOOD 🟢,191932,Nov,Nov-2025,2025
04/11/2025 14:48:32,indoor-farm-01,28.4,92,7,176,Good,No smoke detected,GOOD 🟢,191788,Nov,Nov-2025,2025
04/11/2025 14:48:35,indoor-farm-01,28.4,92,7,176,Good,No smoke detected,GOOD 🟢,191788,Nov,Nov-2025,2025
04/11/2025 15:08:37,indoor-farm-02,28.4,85.9,4,159,Good,No smoke detected,GOOD 🟢,195856,Nov,Nov-2025,2025
04/11/2025 15:08:40,indoor-farm-01,28.4,92,4,171,Good,No smoke detected,GOOD 🟢,195928,Nov,Nov-2025,2025
04/11/2025 15:28:36,indoor-farm-02,28.4,84.9,3,171,Good,No smoke detected,GOOD 🟢,195432,Nov,Nov-2025,2025
04/11/2025 15:28:41,indoor-farm-01,28.3,91.4,2,181,Good,No smoke detected,GOOD 🟢,195472,Nov,Nov-2025,2025
04/11/2025 15:48:35,indoor-farm-02,28.4,86.4,3,177,Good,No smoke detected,GOOD 🟢,195280,Nov,Nov-2025,2025
04/11/2025 15:48:40,indoor-farm-01,28.3,92.8,2,191,Good,No smoke detected,GOOD 🟢,195456,Nov,Nov-2025,2025
04/11/2025 16:08:36,indoor-farm-02,28.4,86.5,2,179,Good,No smoke detected,GOOD 🟢,195232,Nov,Nov-2025,2025
04/11/2025 16:08:40,indoor-farm-01,28.3,92.8,1,194,Good,No smoke detected,GOOD 🟢,195408,Nov,Nov-2025,2025
04/11/2025 16:28:36,indoor-farm-02,28.3,86.3,0,179,Good,No smoke detected,GOOD 🟢,195144,Nov,Nov-2025,2025
04/11/2025 16:28:40,indoor-farm-01,28.3,92.4,0,200,Good,No smoke detected,GOOD 🟢,195360,Nov,Nov-2025,2025
04/11/2025 16:48:35,indoor-farm-02,28.4,86.4,0,205,Good,No smoke detected,GOOD 🟢,195136,Nov,Nov-2025,2025
04/11/2025 16:48:40,indoor-farm-01,28.3,92.9,0,221,Good,No smoke detected,GOOD 🟢,195312,Nov,Nov-2025,2025
04/11/2025 17:08:35,indoor-farm-02,28.4,87.1,0,240,Good,No smoke detected,GOOD 🟢,195088,Nov,Nov-2025,2025
04/11/2025 17:08:40,indoor-farm-01,28.3,93.4,0,260,Good,No smoke detected,GOOD 🟢,195264,Nov,Nov-2025,2025
04/11/2025 17:28:36,indoor-farm-02,28.4,87,0,230,Good,No smoke detected,GOOD 🟢,195040,Nov,Nov-2025,2025
04/11/2025 17:28:40,indoor-farm-01,28.3,93.4,0,246,Good,No smoke detected,GOOD 🟢,195216,Nov,Nov-2025,2025
